20241207143500,11.0.0.1,5001,10.0.0.1,51138,6,0.0-12.0,1441792,957675
20241207143626,11.0.0.1,5001,10.0.0.1,52259,5,0.0-10.8,1311240,973009,1.664,0,892,0.000,0
