20241207143444,10.0.0.2,5001,10.0.0.1,48540,6,0.0-10.0,1441792,1151936
20241207143607,10.0.0.2,5001,10.0.0.1,40102,5,0.0-10.0,1311240,1048642,1.129,0,892,0.000,0
