20241207143417,10.0.0.1,5001,10.0.0.1,41266,6,0.0-10.0,1441792,1153208
20241207143542,10.0.0.1,5001,10.0.0.1,41384,5,0.0-10.0,1311240,1048620,0.012,0,892,0.000,0
