20241207143529,10.8.1.1,5001,10.0.0.1,46036,6,0.0-12.0,1441792,957590
20241207143656,10.8.1.1,5001,10.0.0.1,59361,5,0.0-10.8,1311240,973259,2.052,0,892,0.000,0
