20241207134039,192.168.1.1,5001,10.0.0.1,42754,5,0.0-10.0,640920,513694,1.496,0,436,0.000,0
20241207141902,192.168.1.1,5001,10.0.0.1,46604,6,0.0-10.0,655360,524013
20241207141917,192.168.1.1,5001,10.0.0.1,46979,5,0.0-10.0,640920,511997,2.653,0,436,0.000,0
20241207143513,192.168.1.1,5001,10.0.0.1,36588,6,0.0-12.0,1441792,957804
20241207143640,192.168.1.1,5001,10.0.0.1,35679,5,0.0-10.8,1311240,973412,1.156,0,892,0.000,0
